ID,Age (1999),Income (1999),Tenure (1999),District (1999),Profit (1999),Profit (2000),Online (1999),Online (2000),Billpay (1999),Billpay (2000)
16782,5,7,7.83,1300,-2,-2,0,0,0,0
16783,4,4,27.66,1200,53,61,0,0,0,0
16784,7,1,19.16,1200,857,,0,,0,
16785,7,2,4.91,1200,-8,-8,0,0,0,0
16786,7,6,22.83,1200,274,196,0,0,0,0
16787,4,4,18.58,1300,349,797,0,1,0,0
16788,3,,10.66,1200,8,208,0,0,0,0
16789,6,6,0.91,1200,117,44,0,0,0,0
16790,4,9,23.5,1200,278,179,0,0,0,0
16791,6,6,31.66,1200,-154,579,0,0,0,0
16792,,,12.16,1200,22,19,0,0,0,0
16793,3,9,1.5,1200,-26,-29,0,1,0,0
16794,,,0.91,1300,-25,,0,,0,
16795,,,4.83,1300,299,348,0,0,0,0
16796,,,3.91,1200,-27,,0,,0,
16797,4,4,5.83,1200,134,213,0,0,0,0
16798,4,5,12.58,1200,-72,-83,0,0,0,0
16799,4,9,12.25,1200,470,399,0,0,0,0
16800,4,6,17.83,1200,-20,144,0,0,0,0
16801,,,1.91,1200,100,,0,,0,
16802,4,7,24.08,1200,68,10,1,1,0,0
16803,7,1,33.66,1300,-98,-84,0,0,0,0
16804,4,6,5.83,1100,119,95,0,0,0,0
16805,2,6,1.5,1200,-1,,0,,0,
16806,5,9,27.5,1200,158,135,0,0,0,0
16807,4,3,4.66,1200,-12,-17,0,0,0,0
16808,,,4.75,1200,-133,15,0,0,0,0
16809,3,9,5,1200,-61,-61,0,0,0,0
16810,5,6,7.25,1200,59,1000,0,0,0,0
16811,,,1.41,1200,-65,1,0,0,0,0
16812,7,6,6.66,1300,245,331,0,0,0,0
16813,6,1,8.75,1200,-73,,0,,0,
16814,7,7,18.25,1200,39,11,1,1,0,0
16815,,,2.08,1200,21,20,0,0,0,0
16816,3,7,9.08,1200,-65,-53,0,0,0,0
16817,4,7,7.5,1200,10,38,0,0,0,0
16818,4,1,0.58,1200,10,-5,0,0,0,0
16819,7,2,0.83,1200,11,10,0,0,0,0
16820,2,3,6.41,1200,-3,,0,,0,
16821,5,1,14.5,1200,-18,-44,0,0,0,0
16822,3,6,8.66,1100,-121,48,0,0,0,0
16823,5,6,22.33,1200,327,200,0,0,0,0
16824,,,5.66,1200,-51,-47,0,0,0,0
16825,3,3,7.33,1200,-28,-55,0,0,0,0
16826,7,3,2.25,1200,37,148,1,1,1,1
16827,6,5,12.66,1200,-86,-52,0,0,0,0
16828,,,0.75,1200,313,146,0,0,0,0
16829,7,5,10.41,1100,291,415,0,0,0,0
16830,7,4,9.83,1100,378,-53,0,0,0,0
16831,4,6,15,1300,573,523,0,0,0,0
16832,5,9,15.66,1200,140,-40,0,0,0,0
16833,4,8,22.41,1200,66,30,0,0,0,0
16834,4,6,21.5,1200,202,368,0,0,0,0
16835,2,5,7.08,1200,309,201,0,0,0,0
16836,3,8,14.33,1200,10,-23,0,0,0,0
16837,,,28.58,1300,-31,-42,0,0,0,0
16838,,2,0.25,1200,-55,-21,0,1,0,0
16839,4,1,1.58,1300,-81,,1,,0,
16840,,,30.83,1100,-54,,0,,0,
16841,5,5,20.83,1100,119,9,0,0,0,0
16842,5,2,29.91,1300,0,101,0,0,0,0
16843,5,4,8.25,1200,22,22,0,0,0,0
16844,7,3,15.91,1200,79,551,0,0,0,0
16845,,,6.33,1200,-83,-88,0,0,0,0
16846,2,7,6.58,1200,278,511,0,0,0,0
16847,4,3,6.5,1300,-21,-145,0,0,0,0
16848,3,3,7.16,1200,112,79,1,1,1,1
16849,,,15.91,1300,30,,0,,0,
16850,4,9,28.25,1200,161,220,0,0,0,0
16851,4,6,9.33,1300,-1,-3,0,0,0,0
16852,4,9,2.16,1200,38,244,0,0,0,0
16853,,,1.75,1200,-6,-4,0,0,0,0
16854,4,9,13.33,1200,440,150,1,1,0,0
16855,1,1,5.33,1300,-24,-17,0,0,0,0
16856,5,9,2.58,1300,397,,0,,0,
16857,3,6,6.58,1200,17,,0,,0,
16858,2,2,0.16,1200,10,30,0,0,0,0
16859,4,7,11.66,1200,-55,-59,0,0,0,0
16860,4,5,20.16,1200,-32,106,0,1,0,0
16861,6,3,28.66,1100,379,480,0,0,0,0
16862,7,1,11,1200,207,168,0,0,0,0
16863,3,7,11.16,1300,-6,-29,0,0,0,0
16864,,,3.33,1200,-1,-18,0,0,0,0
16865,7,6,4.75,1200,77,145,0,0,0,0
16866,,,2.75,1200,-45,19,0,0,0,0
16867,4,6,10.58,1200,8,66,0,0,0,0
16868,4,4,1.58,1200,34,212,0,0,0,0
16869,,,0.25,1200,22,56,0,0,0,0
16870,2,4,8.08,1200,-49,-54,1,1,0,0
16871,,,15.83,1200,131,72,1,1,0,0
16872,5,7,20.41,1200,1,10,0,0,0,0
16873,3,6,7.66,1200,141,96,0,0,0,0
16874,2,8,19.83,1200,0,-60,0,0,0,0
16875,7,6,5,1200,72,-31,0,0,0,0
16876,6,,18.75,1200,-68,-70,0,0,0,0
16877,,,2.16,1200,-11,,0,,0,
16878,7,6,19.91,1300,40,74,0,0,0,0
16879,3,9,2.91,1200,193,,0,,0,
16880,,,7,1200,-3,-2,0,0,0,0
16881,2,7,7.41,1200,61,,0,,0,
16882,5,7,13.25,1200,485,113,0,0,0,0
16883,1,7,4,1200,-29,246,0,1,0,0
16884,7,5,31.83,1200,731,683,0,0,0,0
16885,2,6,5.58,1100,-3,-3,0,0,0,0
16886,2,3,3.75,1200,-8,-4,0,0,0,0
16887,4,6,4.83,1200,5,236,0,1,0,0
16888,,,2.5,1200,-17,-56,0,0,0,0
16889,2,3,10.58,1100,5,20,0,0,0,0
16890,,,6.58,1200,-12,,0,,0,
16891,3,6,16.16,1200,441,533,0,0,0,0
16892,,,6.5,1100,-85,,0,,0,
16893,3,9,5.58,1200,1175,2502,0,0,0,0
16894,3,6,6.58,1200,19,38,1,1,0,0
16895,3,3,2.75,1200,-71,-47,0,0,0,0
16896,5,6,2.83,1100,72,120,0,1,0,0
16897,,1,3.08,1100,10,,0,,0,
16898,6,3,36.08,1100,-145,-136,0,0,0,0
16899,,,9,1200,-183,-170,0,0,0,0
16900,3,6,7.91,1100,284,485,0,0,0,0
16901,5,6,10.5,1200,207,280,0,0,0,0
16902,,,6.91,1200,-66,-112,0,0,0,0
16903,,,4.16,1200,580,154,1,0,1,0
16904,5,3,3.58,1200,26,-6,0,0,0,0
16905,,,7.41,1200,-2,,0,,0,
16906,3,9,8.66,1200,-58,33,0,0,0,0
16907,4,7,6.66,1200,-31,-40,0,0,0,0
16908,,,3.41,1200,10,-80,0,0,0,0
16909,,6,2.91,1200,116,-26,0,0,0,0
16910,2,6,4.5,1200,-29,-28,1,1,0,0
16911,,,0.66,1200,-74,,0,,0,
16912,,,11.33,1200,407,,0,,0,
16913,4,8,1.66,1200,-4,49,0,0,0,0
16914,,,5.91,1200,-132,328,0,0,0,0
16915,,,10.25,1200,-83,-109,0,0,0,0
16916,3,7,8.83,1200,710,785,1,1,0,0
16917,3,1,11.25,1200,-34,1,0,0,0,0
16918,,,6.83,1200,-15,11,0,1,0,0
16919,4,8,19.08,1200,143,232,1,1,0,0
16920,2,7,1.58,1200,139,360,1,1,0,0
16921,2,4,9.08,1200,40,143,0,0,0,0
16922,,,13.25,1200,-40,-23,0,0,0,0
16923,5,8,5.08,1200,383,343,0,0,0,0
16924,,7,3.5,1200,4,-11,0,0,0,0
16925,5,9,12.41,1200,321,353,0,0,0,0
16926,4,1,21.25,1300,71,-54,0,0,0,0
16927,3,1,4.75,1200,-16,-19,0,0,0,0
16928,4,6,16.08,1200,34,-48,0,1,0,0
16929,5,6,32.66,1200,558,395,0,0,0,0
16930,7,3,12.83,1300,296,336,0,0,0,0
16931,2,2,5.08,1200,-25,227,0,1,0,0
16932,5,4,22.08,1200,205,331,0,0,0,0
16933,,,3.16,1100,-40,,0,,0,
16934,3,9,9.75,1200,74,,0,,0,
16935,7,9,29,1200,-22,-22,0,0,0,0
16936,6,6,10.66,1200,-132,-184,0,0,0,0
16937,3,4,19.08,1100,55,183,0,0,0,0
16938,,,2.33,1200,-21,-41,0,1,0,0
16939,3,9,10.16,1200,22,18,1,1,0,0
16940,6,4,1.83,1200,-190,-160,0,0,0,0
16941,3,5,5.91,1200,16,99,0,0,0,0
16942,,,0.91,1200,-80,,0,,0,
16943,6,3,22.25,1300,48,117,0,0,0,0
16944,4,7,0.83,1200,-15,-9,0,0,0,0
16945,3,7,5.16,1200,80,38,0,0,0,0
16946,3,9,4.25,1200,559,1667,1,1,1,1
16947,7,3,22.08,1200,-156,-102,0,0,0,0
16948,3,3,18.83,1200,568,,1,,0,
16949,,,4.75,1200,-107,-70,0,0,0,0
16950,2,6,5,1200,-219,-166,1,1,0,0
16951,3,2,4.33,1200,-29,-30,0,0,0,0
16952,,,10.5,1200,-110,,0,,0,
16953,6,6,5.25,1200,-29,4,0,0,0,0
16954,,,0.16,1200,-4,,0,,0,
16955,,,5.16,1200,-51,2876,0,0,0,0
16956,,,1.25,1200,-21,-23,0,0,0,0
16957,3,7,6.83,1200,32,52,1,0,1,0
16958,3,7,13.33,1300,-66,155,0,0,0,0
16959,,,37.25,1200,25,,0,,0,
16960,3,3,6.58,1300,170,103,0,0,0,0
16961,,,1.16,1200,-71,,0,,0,
16962,3,6,2.66,1200,208,221,0,0,0,0
16963,6,3,4.5,1200,-20,-5,0,0,0,0
16964,4,1,6.5,1100,-84,26,0,0,0,0
16965,4,8,2.5,1200,-38,15,0,0,0,0
16966,3,9,18.58,1200,588,448,0,0,0,0
16967,2,3,11.16,1200,397,516,1,1,0,0
16968,3,3,4,1200,-98,-93,0,0,0,0
16969,,,24.5,1100,64,62,0,0,0,0
16970,4,6,5.58,1300,-35,-44,0,0,0,0
16971,,,1.41,1200,-39,,1,,0,
16972,3,,3.16,1200,23,1,0,0,0,0
16973,4,5,5.66,1300,93,-9,0,0,0,0
16974,4,6,3.33,1200,10,11,0,0,0,0
16975,,,10.33,1200,-20,11,1,1,0,0
16976,,,8.08,1200,-29,-137,1,1,1,0
16977,4,4,13.91,1100,-150,575,1,1,0,0
16978,5,7,14.58,1200,-12,64,0,0,0,0
16979,3,6,0.5,1200,94,25,1,1,0,0
16980,3,7,5.5,1300,-88,-76,1,1,0,0
16981,3,6,12.58,1200,91,18,0,0,0,0
16982,3,7,13.41,1200,300,277,0,0,0,0
16983,5,3,23.83,1200,13,534,0,1,0,0
16984,6,2,22.08,1200,221,226,0,0,0,0
16985,4,6,17.75,1200,114,54,0,0,0,0
16986,5,3,8,1200,772,133,0,0,0,0
16987,5,,3.75,1200,-42,-62,0,0,0,0
16988,5,6,13.33,1200,57,-32,1,1,0,1
16989,3,8,1.16,1200,-72,-59,0,1,0,0
16990,4,9,15.25,1200,99,25,0,0,0,0
16991,3,5,4.25,1200,92,-10,0,0,0,0
16992,6,2,22.83,1200,-15,-80,0,0,0,0
16993,3,8,7.41,1200,-65,-51,0,1,0,0
16994,6,7,11,1200,191,338,0,0,0,0
16995,7,4,2.16,1100,248,-71,0,0,0,0
16996,,,4.75,1200,-80,105,0,0,0,0
16997,4,7,13.33,1200,486,662,0,0,0,0
16998,4,3,29.25,1200,-100,-117,0,0,0,0
16999,5,3,4.91,1200,68,192,0,0,0,0
17000,2,9,11.08,1200,257,219,0,0,0,0
17001,3,5,13.08,1300,322,321,0,0,0,0
17002,6,7,16.33,1200,56,92,0,0,0,0
17003,,4,5.5,1100,0,,0,,0,
17004,,,6.5,1200,158,152,0,0,0,0
17005,,,0.41,1300,13,-7,0,0,0,0
17006,,,1.91,1200,14,,0,,0,
17007,3,4,6.41,1200,146,265,0,1,0,0
17008,,,7.33,1200,-20,,0,,0,
17009,2,6,6.91,1200,353,608,0,1,0,0
17010,2,3,6.33,1200,-135,-132,1,1,0,1
17011,,,0.5,1100,12,,0,,0,
17012,3,5,7.75,1200,-212,136,0,1,0,0
17013,3,4,5.66,1200,-201,-61,1,1,0,0
17014,,,3.91,1300,10,68,0,1,0,0
17015,7,2,2.5,1100,-8,-58,0,0,0,0
17016,3,6,2.66,1200,-3,-3,0,0,0,0
17017,3,9,3.16,1200,-6,,0,,0,
17018,3,5,17.66,1200,201,51,0,0,0,0
17019,3,7,5.75,1200,110,,0,,0,
17020,5,9,1.08,1200,-67,-76,0,0,0,0
17021,2,5,5.5,1200,137,109,0,0,0,0
17022,7,5,21.5,1200,654,640,0,0,0,0
17023,5,7,6.58,1300,4,9,0,0,0,0
17024,4,9,14.5,1200,171,333,0,0,0,0
17025,6,7,17.83,1200,418,350,0,0,0,0
17026,7,4,32.41,1200,143,-53,0,0,0,0
17027,,,6.66,1200,445,609,0,0,0,0
17028,2,3,0.16,1200,-3,,1,,0,
17029,7,1,38.83,1200,502,444,0,0,0,0
17030,,,3.75,1100,-69,,0,,0,
17031,2,3,0.66,1200,178,558,0,0,0,0
17032,3,7,5.33,1200,-1,,0,,0,
17033,3,3,5.41,1200,-61,-55,0,0,0,0
17034,,,0.66,1200,158,,0,,0,
17035,5,9,16.58,1200,122,,0,,0,
17036,,,2.75,1200,-25,,0,,0,
17037,5,3,7.16,1100,-21,-46,0,0,0,0
17038,5,1,2.41,1200,31,-37,0,0,0,0
17039,,,1.33,1200,13,11,0,0,0,0
17040,,,12.25,1200,-60,-139,0,0,0,0
17041,5,6,8.5,1200,-51,-60,0,0,0,0
17042,2,6,3,1200,-33,-94,0,0,0,0
17043,2,7,11.83,1200,-46,15,0,0,0,0
17044,,,9.16,1200,-3,-58,0,1,0,0
17045,3,9,5.25,1200,19,266,1,1,1,1
17046,3,9,10.66,1200,365,656,0,1,0,1
17047,5,5,17.08,1100,-114,-109,0,1,0,0
17048,5,6,6.5,1200,28,45,0,0,0,0
17049,3,6,2.25,1200,-33,-49,0,0,0,0
17050,5,8,4.91,1100,21,11,0,0,0,0
17051,6,4,3.08,1100,50,80,0,0,0,0
17052,6,7,27.66,1200,118,85,0,0,0,0
17053,2,8,1.41,1200,90,126,0,0,0,0
17054,2,6,5.91,1200,-29,,0,,0,
17055,2,1,4.75,1200,1,11,0,0,0,0
17056,4,6,25.25,1200,821,550,0,0,0,0
17057,5,7,8.25,1200,531,639,0,0,0,0
17058,,,1.91,1200,65,623,0,0,0,0
17059,4,7,25.75,1200,-71,,0,,0,
17060,2,3,4.16,1200,13,10,0,0,0,0
17061,,,1.75,1200,-4,-17,0,0,0,0
17062,3,7,12.83,1200,77,125,0,0,0,0
17063,,,0.58,1300,59,,0,,0,
17064,3,7,16.58,1200,153,166,0,0,0,0
17065,4,9,15.83,1200,183,,0,,0,
17066,7,4,7.33,1200,558,926,0,0,0,0
17067,5,5,27.5,1200,210,211,0,1,0,0
17068,4,3,5.41,1200,25,-29,0,0,0,0
17069,6,3,6.58,1200,101,98,0,0,0,0
17070,4,6,12.33,1100,-29,-30,0,0,0,0
17071,3,6,7.58,1200,-77,-115,0,0,0,0
17072,5,7,38.41,1200,189,53,0,0,0,0
17073,6,7,12.75,1200,16,48,0,0,0,0
17074,6,2,18.25,1200,23,9,0,0,0,0
17075,4,2,1.41,1300,3,22,0,1,0,0
17076,,,1.5,1200,-28,-61,0,1,0,0
17077,5,3,0.16,1200,38,-16,0,0,0,0
17078,4,4,8.91,1200,27,,0,,0,
17079,2,6,9.75,1200,101,100,0,0,0,0
17080,5,8,1.41,1200,34,372,0,0,0,0
17081,5,6,5.25,1100,-10,-18,0,0,0,0
17082,3,9,2.33,1200,253,692,0,0,0,0
17083,,,3.33,1100,-33,,0,,0,
17084,5,3,8.33,1200,-76,-54,0,0,0,0
17085,,,2.66,1200,-32,-20,0,0,0,0
17086,,,0.25,1200,662,,0,,0,
17087,2,3,4.08,1200,-125,,0,,0,
17088,5,3,13.58,1200,27,26,0,0,0,0
17089,,,4.58,1300,-82,-63,0,0,0,0
17090,6,3,7.33,1200,1123,1001,0,0,0,0
17091,,,5.41,1200,70,,1,,0,
17092,3,6,5.33,1100,554,119,0,1,0,1
17093,4,6,4.91,1200,29,285,1,1,0,0
17094,,,1,1200,5,26,0,0,0,0
17095,7,1,6.08,1200,-13,-1,0,0,0,0
17096,,,0.33,1200,8,-5,0,0,0,0
17097,5,8,19.33,1200,-83,,1,,1,
17098,,,1.08,1100,-26,,0,,0,
17099,5,9,3.25,1200,289,275,0,0,0,0
17100,,,26.41,1200,254,204,0,0,0,0
17101,3,8,6.66,1200,114,58,1,1,0,0
17102,5,4,3.75,1200,24,-101,0,0,0,0
17103,,,1.08,1200,-9,-32,0,0,0,0
17104,5,7,8.66,1200,36,33,0,0,0,0
17105,3,5,1.5,1200,21,,0,,0,
17106,4,7,10.08,1200,10,-137,0,0,0,0
17107,3,8,2.41,1200,318,288,0,0,0,0
17108,3,7,10.58,1200,1317,1221,0,0,0,0
17109,,,3.5,1200,-40,33,0,0,0,0
17110,5,4,12.25,1200,-163,-160,0,0,0,0
17111,5,5,5.75,1200,-34,1,0,0,0,0
17112,,,5.16,1300,-32,-29,0,0,0,0
17113,4,6,30.16,1300,-84,-155,0,0,0,0
17114,6,6,33.58,1200,84,95,0,0,0,0
17115,,,0.66,1200,-57,,0,,0,
17116,4,9,4.25,1200,13,-327,0,0,0,0
17117,4,6,14.08,1200,96,72,0,0,0,0
17118,4,2,18.75,1300,-9,,0,,0,
17119,4,7,4,1200,-30,-30,0,0,0,0
17120,5,7,23.5,1200,142,759,0,0,0,0
17121,,,15.08,1200,-7,,1,,0,
17122,2,6,8.5,1200,137,123,1,1,0,0
17123,,1,0.25,1300,10,18,0,0,0,0
17124,5,9,8.41,1200,-29,-9,0,0,0,0
17125,,,2.5,1200,-112,-46,1,0,0,0
17126,,7,28.08,1200,-63,-39,1,1,1,0
17127,2,5,10.66,1100,-102,-62,0,0,0,0
17128,,,17.91,1200,-17,,0,,0,
17129,2,6,2.41,1200,106,157,0,0,0,0
17130,1,3,5.5,1200,-114,-101,1,1,0,0
17131,7,7,18.16,1100,113,236,0,0,0,0
17132,,3,4.66,1200,-19,-1,0,0,0,0
17133,3,1,0.5,1200,389,299,0,0,0,0
17134,4,5,4.66,1300,41,362,1,1,0,0
17135,,,5,1200,-14,-11,1,1,0,0
17136,4,7,2.5,1200,-18,7,1,1,0,0
17137,6,9,17.16,1200,511,129,0,0,0,0
17138,5,3,4.16,1200,43,374,0,0,0,0
17139,,,2.91,1200,1,,1,,0,
17140,,1,3.33,1200,-17,-5,0,0,0,0
17141,2,4,3.41,1300,-25,-25,0,0,0,0
17142,3,6,4.66,1200,-32,-16,1,1,0,0
17143,5,7,10.5,1200,24,56,1,1,0,0
17144,2,1,3.08,1200,-9,,0,,0,
17145,6,6,31,1200,1115,844,0,0,0,0
17146,6,7,4.33,1200,-50,58,0,0,0,0
17147,3,5,9.08,1200,399,721,0,0,0,0
17148,2,6,3.75,1300,-79,-51,0,0,0,0
17149,3,5,6.08,1200,603,580,0,1,0,0
17150,6,1,23.83,1300,-55,68,0,0,0,0
17151,,,4,1300,25,185,0,0,0,0
17152,7,1,7.08,1100,-59,-60,0,0,0,0
17153,5,4,24.58,1300,5,-23,0,0,0,0
17154,5,6,11.83,1200,-57,-30,0,0,0,0
17155,5,7,29,1200,105,190,0,0,0,0
17156,2,1,7.16,1200,-1,,0,,0,
17157,7,3,28.58,1200,264,314,0,0,0,0
17158,2,2,7.41,1300,-6,-3,0,0,0,0
17159,,,12.83,1300,47,181,0,0,0,0
17160,3,7,11.75,1200,-9,168,0,1,0,0
17161,,,1.75,1200,-18,,0,,0,
17162,2,6,4.25,1200,-53,-40,0,1,0,0
17163,4,6,7.91,1200,210,59,1,1,0,0
17164,5,6,1.91,1200,-5,15,1,1,0,0
17165,,,9.75,1200,177,238,0,0,0,0
17166,3,5,10.33,1200,-10,57,1,1,0,0
17167,,,2.5,1200,-73,,0,,0,
17168,3,5,2.58,1200,74,21,1,1,0,0
17169,3,6,15.25,1200,-102,34,0,0,0,0
17170,,,6.66,1200,34,104,0,0,0,0
17171,4,7,15.41,1200,58,81,0,0,0,0
17172,,9,8.5,1200,-20,-11,0,0,0,0
17173,7,3,8.33,1200,183,120,0,0,0,0
17174,2,7,9.25,1200,14,-12,1,1,1,0
17175,,8,2,1200,866,495,1,1,0,0
17176,,,15.33,1200,-78,,0,,0,
17177,3,8,11,1200,431,231,0,0,0,0
17178,,,0.33,1100,16,11,0,0,0,0
17179,5,6,5.16,1200,58,-35,0,0,0,0
17180,5,9,4.5,1200,-2,-3,0,0,0,0
17181,3,7,4.5,1200,159,,1,,0,
17182,2,3,7.08,1200,32,30,1,1,0,0
17183,3,6,10.58,1300,164,,0,,0,
17184,2,6,4.83,1200,-89,-89,0,0,0,0
17185,5,6,21.91,1200,103,195,0,0,0,0
17186,,,15,1200,7,,0,,0,
17187,,,11.08,1200,265,523,0,0,0,0
17188,,,4,1200,322,,0,,0,
17189,7,6,1.91,1100,166,232,0,0,0,0
17190,3,6,3.58,1200,-45,-50,0,0,0,0
17191,3,9,4.66,1200,13,569,0,0,0,0
17192,5,6,15.25,1200,-81,-55,0,0,0,0
17193,1,4,0.25,1200,57,-72,0,1,0,0
17194,6,3,10.66,1200,198,,0,,0,
17195,3,6,11.33,1200,911,1424,0,0,0,0
17196,,,6.83,1100,-29,4,0,0,0,0
17197,4,9,25.08,1200,550,741,0,0,0,0
17198,5,6,30.83,1200,-148,-149,0,0,0,0
17199,3,6,4.5,1200,-33,426,0,0,0,0
17200,4,1,2.5,1300,-33,5,0,0,0,0
17201,3,1,4.33,1100,116,162,0,1,0,1
17202,2,8,28.5,1200,438,43,1,1,0,0
17203,7,7,11.66,1100,741,855,0,0,0,0
17204,7,6,14.41,1200,-126,-123,0,0,0,0
17205,3,4,7.58,1200,-38,-64,0,0,0,0
17206,4,4,5.91,1300,21,98,0,0,0,0
17207,2,,3.25,1200,-1,-4,0,0,0,0
17208,7,4,4,1300,97,156,0,0,0,0
17209,6,4,36.83,1200,-57,-57,0,0,0,0
17210,,,4.5,1200,0,,0,,0,
17211,5,4,1.83,1200,43,,0,,0,
17212,4,1,31.5,1200,-24,-98,0,0,0,0
17213,5,7,6.58,1200,-82,112,0,0,0,0
17214,,,18.41,1200,217,197,0,1,0,0
17215,3,5,22.08,1200,105,79,0,0,0,0
17216,,,3.66,1200,-25,-26,0,0,0,0
17217,,,7.33,1200,-10,63,0,0,0,0
17218,3,7,1,1200,145,123,1,1,0,0
17219,7,3,26.33,1200,427,288,0,0,0,0
17220,,4,3.75,1200,-28,-8,0,0,0,0
17221,5,2,3.41,1200,-91,-175,0,0,0,0
17222,3,6,15.91,1200,-1,12,0,0,0,0
17223,4,6,14.25,1200,-148,-110,0,0,0,0
17224,2,4,3.66,1200,123,1431,0,0,0,0
17225,6,4,30.25,1300,-179,-27,0,0,0,0
17226,5,3,6.58,1300,296,401,0,0,0,0
17227,,2,23.75,1200,-73,-82,0,0,0,0
17228,1,4,5.41,1200,16,17,0,0,0,0
17229,2,2,6.41,1200,-24,-6,0,0,0,0
17230,,,1.66,1100,-21,,0,,0,
17231,3,9,8.66,1300,287,347,0,0,0,0
17232,2,7,4.75,1200,-48,-98,0,0,0,0
17233,7,7,18,1200,31,-36,0,0,0,0
17234,2,5,4.16,1300,-143,-71,0,0,0,0
17235,7,1,16.66,1100,-78,-76,0,0,0,0
17236,2,6,6.75,1300,-99,-33,1,1,1,0
17237,6,3,24.75,1100,990,579,0,0,0,0
17238,4,9,5.33,1200,85,3,0,0,0,0
17239,4,6,4.5,1200,-35,30,0,0,0,0
17240,,,0.41,1200,-12,-39,0,0,0,0
17241,7,1,21.41,1200,-62,-81,0,0,0,0
17242,5,5,6.41,1100,-104,-57,0,0,0,0
17243,,,16,1200,-106,-132,0,0,0,0
17244,5,9,8.66,1200,87,-63,0,0,0,0
17245,4,4,2.41,1300,-28,-28,0,0,0,0
17246,4,5,9.5,1200,45,375,0,0,0,0
17247,5,6,1.41,1200,3,3,0,0,0,0
17248,5,4,25.58,1300,58,84,0,0,0,0
17249,,,3,1200,-31,,0,,0,
17250,2,6,1.66,1200,186,191,0,0,0,0
17251,5,9,7.5,1200,44,86,0,0,0,0
17252,2,6,6.83,1200,-99,-99,0,1,0,0
17253,4,6,27.5,1300,-65,-81,1,1,0,0
17254,3,8,3.33,1200,18,,0,,0,
17255,,,0.91,1100,-5,,0,,0,
17256,7,2,8.83,1200,162,,0,,0,
17257,7,4,35,1200,-78,-76,0,0,0,0
17258,6,8,7.58,1200,447,318,0,0,0,0
17259,,,1.5,1200,220,-40,0,0,0,0
17260,4,9,8.91,1300,-56,12,0,0,0,0
17261,,,15.5,1200,-5,0,0,0,0,0
17262,5,6,1.75,1200,63,98,0,0,0,0
17263,,,3.5,1200,-56,-19,0,1,0,0
17264,2,3,3.41,1200,-14,,0,,0,
17265,3,7,23.5,1200,-102,-93,0,0,0,0
17266,,,28.83,1200,940,414,0,0,0,0
17267,2,6,3.08,1200,-22,-27,0,0,0,0
17268,,,6.83,1200,-159,,0,,0,
17269,2,6,10.91,1300,21,37,0,0,0,0
17270,2,6,4.66,1200,-34,18,0,0,0,0
17271,,,0.25,1200,13,,0,,0,
17272,4,9,11.83,1200,-10,58,0,0,0,0
17273,,,4.75,1300,16,33,0,0,0,0
17274,,,2.91,1200,-30,296,0,1,0,0
17275,,,21.83,1200,264,242,0,0,0,0
17276,1,7,3.08,1200,311,191,0,0,0,0
17277,4,6,9.08,1200,287,133,0,0,0,0
17278,4,5,8.75,1300,-16,-21,0,0,0,0
17279,4,6,0.91,1300,497,139,0,0,0,0
17280,,,6.75,1200,-45,-46,0,0,0,0
17281,4,3,6.33,1200,-36,,0,,0,
17282,4,8,15.33,1200,52,83,0,0,0,0
17283,2,3,8.66,1200,-24,-8,0,0,0,0
17284,4,6,0.5,1300,194,393,0,0,0,0
17285,3,9,11.5,1200,-91,-46,0,0,0,0
17286,,,8.41,1200,-2,-3,0,0,0,0
17287,,,7.41,1100,-26,,0,,0,
17288,2,1,5.58,1100,253,178,0,0,0,0
17289,7,2,35.66,1300,991,906,0,0,0,0
17290,,,4.25,1200,305,-62,0,0,0,0
17291,3,9,12.33,1200,-16,105,1,1,0,0
17292,,,2.25,1200,-1,12,0,0,0,0
17293,,,1.33,1200,2,,0,,0,
17294,2,4,10.66,1200,179,262,0,0,0,0
17295,3,9,5.58,1200,1121,1499,0,0,0,0
17296,,5,6.91,1200,1,14,0,0,0,0
17297,,,7.91,1200,-29,-29,0,0,0,0
17298,3,4,0.33,1200,-21,-25,0,0,0,0
17299,7,2,10.75,1200,-59,-44,0,0,0,0
17300,,,1.33,1200,36,103,0,0,0,0
17301,3,1,4,1200,-31,-63,1,1,1,0
17302,,,4.5,1200,366,662,1,1,1,0
17303,,1,1.08,1200,-33,-33,0,0,0,0
17304,,,14.91,1200,-10,2,0,0,0,0
17305,6,3,4.16,1200,-24,97,0,0,0,0
17306,2,4,2.66,1100,-16,-60,0,0,0,0
17307,6,5,28.41,1200,-95,-95,0,0,0,0
17308,,,4.5,1200,-30,,0,,0,
17309,4,7,8.58,1200,458,,0,,0,
17310,2,4,1.75,1200,36,156,0,1,0,0
17311,3,8,1.25,1200,12,-28,0,0,0,0
17312,4,5,3.41,1200,-84,-17,0,0,0,0
17313,3,7,15.58,1200,1126,1343,0,0,0,0
17314,3,4,13.33,1200,-50,-80,0,1,0,0
17315,3,6,4.08,1200,44,,0,,0,
17316,3,5,5.25,1200,-69,-39,1,1,0,0
17317,3,8,16.75,1200,577,325,1,1,1,1
17318,7,7,21.58,1200,13,,0,,0,
17319,,,8.58,1200,-38,,1,,0,
17320,4,3,13.16,1200,-6,,1,,0,
17321,4,6,13.91,1200,-47,-20,0,0,0,0
17322,4,9,26.75,1200,142,,0,,0,
